1.00E-04,-0.0068,-5.00E-04,0.011,0.015,-6.00E-05
1.00E-04,0,-4.00E-04,0.002,-0.009,1.20E-04
-2.00E-04,0.0027,0.0022,0.005,-0.007,1.30E-04
1.00E-04,-0.0042,0.0035,0.016,-0.007,-1.70E-04
1.00E-04,0.0052,-0.0016,0.002,-0.009,5.00E-05
-2.00E-04,0.0069,0.0023,0.005,0.005,6.00E-05
-1.00E-04,0.0052,0.0025,0.01,0.024,-1.00E-04
1.00E-04,-0.0049,7.00E-04,0.016,0.017,-6.00E-05
1.00E-04,-0.0043,6.00E-04,0.01,-0.002,-6.00E-05
-1.00E-04,0.0035,0.0017,0.011,0.012,-5.00E-05
-2.00E-04,0.0035,-2.00E-04,0.012,-0.009,1.70E-04
1.00E-04,-0.0039,0.0015,0.008,-0.011,0
-1.00E-04,0.0059,4.00E-04,0.009,0.015,-2.00E-05
-1.00E-04,-0.0036,7.00E-04,0.01,0.021,-1.60E-04
3.00E-04,-0.0066,-5.00E-04,0.008,0.012,-1.50E-04
1.00E-04,-0.0018,8.00E-04,0.002,-0.01,1.40E-04
-2.00E-04,0.0047,0.0021,0.006,-0.006,2.20E-04
3.00E-04,-0.0049,-0.0011,0.009,0.022,-1.40E-04
-2.00E-04,0.0023,-8.00E-04,0.001,0.011,1.50E-04
1.00E-04,-0.0056,0.0017,0.016,0.004,-4.00E-05
1.00E-04,-0.0042,-2.00E-04,0.013,-0.013,7.00E-05
-1.00E-04,0.007,-6.00E-04,0.007,-0.005,1.30E-04
-1.00E-04,0.0057,0.0016,0.009,0.017,-9.00E-05
1.00E-04,-0.0075,-1.00E-04,0.01,-0.013,4.00E-05
1.00E-04,-0.0042,7.00E-04,0.009,-0.03,1.80E-04
1.00E-04,0.0071,0.0018,0.007,-0.022,1.80E-04
-2.00E-04,0.0104,0.0043,0.014,-0.003,1.10E-04
-1.00E-04,0.0057,9.00E-04,0.02,0.025,-2.20E-04
2.00E-04,-0.0059,0.0057,0.005,0.005,-1.50E-04
1.00E-04,0.0046,1.00E-04,0.016,-0.013,2.90E-04
-2.00E-04,0.0088,-0.0025,0.013,-0.004,3.10E-04
-2.00E-04,0.0101,-0.0013,0.009,0.016,-4.00E-05
1.00E-04,4.00E-04,-8.00E-04,0.004,0.037,-3.40E-04
2.00E-04,-0.0048,8.00E-04,0.005,0.029,-1.30E-04
1.00E-04,-0.0048,0.0051,0.01,0.021,-2.00E-04
2.00E-04,-0.0066,-5.00E-04,0.01,0.007,-3.00E-05
-2.00E-04,0.0039,0.0021,0.01,-0.007,1.40E-04
2.00E-04,-0.0022,0.0031,0.006,-0.011,-4.00E-05
-1.00E-04,0.0073,0.0026,0.007,0.006,3.00E-05
3.00E-04,-0.0075,-0.0016,0.007,0.014,-2.00E-04
-3.00E-04,0.0049,-0.0019,0.003,0.014,-9.00E-05
2.00E-04,-0.0084,0.0024,0.01,0.005,-2.20E-04
2.00E-04,-0.0088,-3.00E-04,0.008,-0.013,6.00E-05
-2.00E-04,0.0056,0.0035,0.012,-0.026,3.10E-04
1.00E-04,0.0044,0,0.017,0.012,-1.00E-04
2.00E-04,-0.0056,0.0026,0.002,0.008,-1.20E-04
-2.00E-04,0.0034,0.0016,0.012,-0.007,1.50E-04
1.00E-04,-0.0026,-0.0014,0.005,-0.011,3.00E-05
-4.00E-04,0.0055,0.0029,0.005,-0.002,1.10E-04
3.00E-04,-0.005,6.00E-04,0.016,0,-2.00E-04
-2.00E-04,0.0038,0.0014,0.006,-0.007,1.00E-04
-3.00E-04,0.0035,-2.00E-04,0,0.01,6.00E-05
1.00E-04,-0.0098,-3.00E-04,0.01,-0.013,-1.10E-04
3.00E-04,-0.0082,0,0.009,-0.03,2.10E-04
-1.00E-04,0.0112,0.0014,0.016,-0.002,8.00E-05
-2.00E-04,0.0089,-0.0033,0.013,0.034,-1.90E-04
-2.00E-04,0.0023,-0.0015,0.009,0.046,-3.60E-04
4.00E-04,-0.0075,-0.0011,0.006,0.041,-5.10E-04
-3.00E-04,0.0062,-0.0013,0.016,0.013,1.20E-04
3.00E-04,-0.0067,-0.0015,0.011,0.018,-2.20E-04
-4.00E-04,0.0064,-0.0012,0,0.013,9.00E-05
2.00E-04,-0.0089,0.0049,0.012,0.009,-2.50E-04
-1.00E-04,0.007,-6.00E-04,0.012,-0.014,3.20E-04
-1.00E-04,0.0101,-5.00E-04,0.011,0,1.40E-04
-3.00E-04,0.0105,-2.00E-04,0.009,0.023,-3.00E-05
-3.00E-04,0.0011,-0.0013,0.003,0.044,-3.50E-04
4.00E-04,-0.0072,-9.00E-04,0.002,0.04,-5.80E-04
-2.00E-04,0.0034,-7.00E-04,0.009,-0.007,3.00E-05
1.00E-04,-0.0038,0.0039,0.013,-0.006,-1.60E-04
-1.00E-04,0.0068,-0.0011,0.011,-0.009,1.60E-04
-3.00E-04,0.0066,-9.00E-04,0.007,0.012,-5.00E-05
2.00E-04,-0.0072,-0.0025,0.007,0.006,-1.10E-04
1.00E-04,-0.0037,-5.00E-04,0.003,-0.011,2.10E-04
-4.00E-04,0.0064,7.00E-04,0.002,-0.006,2.20E-04
4.00E-04,-0.0067,-2.00E-04,0.008,0.004,-3.90E-04
-1.00E-04,0.0029,-9.00E-04,-0.001,-0.008,2.80E-04
-2.00E-04,0.007,0.004,0.006,0.003,1.60E-04
3.00E-04,-0.0045,0.0025,0.019,0.018,-2.20E-04
1.00E-04,-0.0031,0.0015,0.011,-0.012,0
-1.00E-04,0.0044,3.00E-04,0.009,0.015,-6.00E-05
2.00E-04,-0.0076,7.00E-04,0.009,-0.014,-1.00E-05
-2.00E-04,0.0049,0.0011,0.01,-0.024,2.10E-04
1.00E-04,5.00E-04,-0.0017,0.003,-0.009,1.50E-04
-2.00E-04,0.0039,0.002,0.005,-0.005,1.80E-04
-2.00E-04,0.0034,0,0.009,0.01,-4.00E-05
2.00E-04,-0.0057,8.00E-04,0.01,0.005,-1.50E-04
2.00E-04,-0.0051,0.0014,0.012,-0.013,7.00E-05
-1.00E-04,0.0045,-0.001,0.008,-0.013,4.00E-05
1.00E-04,-5.00E-04,0.0028,0.015,-0.01,3.00E-05
-1.00E-04,0.0038,0.0013,0.017,-0.006,1.50E-04
1.00E-04,0.0049,0.0016,0.019,0.004,2.00E-05
-1.00E-04,0.0053,-0.0011,0.016,0.013,1.00E-05
-1.00E-04,0.0036,-0.0028,0.009,0.027,-7.00E-05
-1.00E-04,-0.0011,-0.0018,0.003,0.031,-2.30E-04
2.00E-04,-0.0111,0.0012,0.002,-0.017,-4.00E-05
1.00E-04,-0.0096,0.002,0.004,-0.034,1.70E-04
1.00E-04,-0.0048,0.0018,0.006,-0.047,2.80E-04
-2.00E-04,0.0093,0.0014,0.007,-0.038,3.00E-04
-1.00E-04,0.0055,1.00E-04,0.021,-0.02,2.10E-04
-3.00E-04,0.0088,-2.00E-04,0.017,0.012,-1.00E-05
3.00E-04,-0.0075,0.0026,0.014,0.019,-1.50E-04
1.00E-04,-0.0042,0.0017,0.018,-0.01,1.20E-04
3.00E-04,2.00E-04,8.00E-04,0.02,-0.009,-7.00E-05
1.00E-04,-0.0011,4.00E-04,0.009,-0.01,1.00E-05
1.00E-04,-0.002,0.0016,0.022,-0.016,6.00E-05
1.00E-04,-5.00E-04,0.0013,0.012,-0.01,-1.00E-05
-1.00E-04,0.0019,7.00E-04,0.013,0.011,-4.00E-05
3.00E-04,-0.0037,2.00E-04,0.012,0.007,-1.10E-04
-2.00E-04,0.0055,0,0.009,0.014,7.00E-05
1.00E-04,-0.0038,-1.00E-04,0.011,0.024,-1.70E-04
1.00E-04,-0.006,0.0023,0.007,-0.011,5.00E-05
-1.00E-04,0.0055,0.002,0.019,-0.013,1.40E-04
1.00E-04,-0.0037,0.0032,0.015,0.017,-9.00E-05
-2.00E-04,0.0054,0.0011,0.019,0.024,0
1.00E-04,-0.0038,-1.00E-04,0.016,0.032,-2.90E-04
2.00E-04,-0.0102,-9.00E-04,0.012,0.011,-1.60E-04
1.00E-04,-0.0094,-3.00E-04,0.013,-0.01,2.10E-04
-1.00E-04,0.0076,0.002,0.004,-0.007,9.00E-05
-1.00E-04,0.007,0.0019,0.006,0.01,-7.00E-05
2.00E-04,-0.0043,-6.00E-04,0.009,0.018,-1.20E-04
-1.00E-04,4.00E-04,0.0034,0.019,0.01,-5.00E-05
-1.00E-04,0.0041,-0.0037,-0.001,0.01,1.70E-04
-2.00E-04,0.0057,0.0032,-0.003,0.016,1.00E-04
-1.00E-04,0.003,0.0037,0.007,0.031,-1.40E-04
1.00E-04,-0.0039,-3.00E-04,0.012,0.023,-5.00E-05
2.00E-04,-0.0033,-6.00E-04,0.002,-0.011,1.00E-05
-1.00E-04,0.0045,0.0031,0.007,-0.007,8.00E-05
-1.00E-04,0.0028,-0.0018,0.017,0.011,1.00E-05
2.00E-04,-0.0037,-6.00E-04,0.007,0.005,-4.00E-05
-1.00E-04,0.0022,0,0.012,0.01,1.00E-05
1.00E-04,-5.00E-04,8.00E-04,0.012,-0.01,8.00E-05
-2.00E-04,0.0028,1.00E-04,0.01,-0.007,1.20E-04
2.00E-04,-0.0044,2.00E-04,0.012,-0.011,1.00E-05
1.00E-04,-0.0034,0.0014,0.013,0.008,-7.00E-05
-2.00E-04,0.0055,0.0011,0.008,-0.002,8.00E-05
3.00E-04,-0.004,-0.0015,0.011,0.007,-9.00E-05
-2.00E-04,0.0065,0.0017,0.006,0.013,1.50E-04
2.00E-04,-0.0089,0.0026,0.015,0.005,-9.00E-05
2.00E-04,-0.0051,-0.002,0.011,-0.013,2.40E-04
-1.00E-04,0.0061,-0.0026,-0.002,-0.012,2.90E-04
-1.00E-04,0.0104,9.00E-04,-0.001,0.013,3.00E-05
-1.00E-04,0.004,0.0024,0.005,0.046,-1.90E-04
-2.00E-04,0,-0.0017,0.01,0.032,-3.00E-05
1.00E-04,-0.0037,0.0025,0.014,0.028,-1.50E-04
1.00E-04,-0.0035,4.00E-04,0.014,0.026,-1.20E-04
2.00E-04,-0.0078,0,0.004,-0.012,-8.00E-05
2.00E-04,-0.0047,0.0015,0.005,-0.031,1.70E-04
-3.00E-04,0.0075,0.0021,0.011,-0.025,2.20E-04
4.00E-04,-0.0085,-0.0015,0.007,-0.009,-1.90E-04
-2.00E-04,0.0057,0.0022,0.006,-0.025,2.30E-04
-2.00E-04,0.0076,0.0024,0.011,-0.004,1.00E-05
1.00E-04,-0.0074,2.00E-04,0.009,0.003,-2.60E-04
1.00E-04,-0.01,0.0021,0.011,-0.015,-7.00E-05
3.00E-04,-0.009,0.0018,0.013,-0.032,1.00E-04
-3.00E-04,0.0077,-2.00E-04,0.008,-0.041,4.30E-04
-2.00E-04,0.0119,4.00E-04,0.007,-0.006,-1.00E-05
-4.00E-04,0.0077,0.0034,0.012,0.013,-2.90E-04
-2.00E-04,6.00E-04,-0.0019,0.014,0.01,2.10E-04
1.00E-04,-0.0041,9.00E-04,0.001,0.005,-1.10E-04
1.00E-04,-0.002,0.0025,0.007,-0.013,9.00E-05
-1.00E-04,0.0085,-8.00E-04,0.006,0.016,6.00E-05
-1.00E-04,0.0063,0.0016,0.007,0.033,-1.50E-04
2.00E-04,-0.0093,-2.00E-04,0.009,0.014,-9.00E-05
1.00E-04,-0.0053,2.00E-04,0.006,-0.012,2.20E-04
-2.00E-04,0.0059,-2.00E-04,0.009,-0.011,2.40E-04
-1.00E-04,0.0069,4.00E-04,0.008,0.016,-3.00E-05
-1.00E-04,0.0037,0.0027,0.012,0.026,-1.80E-04
-1.00E-04,0.001,-0.0028,0.01,0.029,-2.40E-04
2.00E-04,-0.0076,-0.0016,0.005,0.021,-3.00E-04
1.00E-04,-0.0098,0.003,0.009,-0.002,-1.00E-05
1.00E-04,-0.0052,0.0016,0.011,-0.029,1.70E-04
-1.00E-04,0.0039,4.00E-04,0.009,-0.032,2.40E-04
-1.00E-04,0.0054,6.00E-04,0.008,0.011,-6.00E-05
2.00E-04,-0.0055,0,0.008,0.013,-1.80E-04
2.00E-04,-0.0022,6.00E-04,0.007,-0.013,1.10E-04
-2.00E-04,0.0052,0.0012,0.008,-0.008,1.90E-04
-2.00E-04,0.0047,0.0016,0.012,0.012,-7.00E-05
3.00E-04,-0.0039,-9.00E-04,0.009,0.014,-1.80E-04
-3.00E-04,0.0042,-6.00E-04,0.009,-0.008,1.70E-04
2.00E-04,-0.0054,0.0013,0.012,-0.007,-1.90E-04
-1.00E-04,0.0085,-0.0018,0.008,-0.005,1.80E-04
-3.00E-04,0.0092,-7.00E-04,0.006,0.012,-3.00E-05
1.00E-04,0.0019,0.0021,0.008,0.03,-2.90E-04
3.00E-04,-0.0063,-0.0023,0.009,0.023,-1.90E-04
2.00E-04,-0.0088,0.0044,0.011,0.004,-1.70E-04
-2.00E-04,0.0075,-0.001,0.013,-0.024,4.10E-04
-1.00E-04,0.01,-3.00E-04,0.01,0.002,-1.00E-05
-1.00E-04,0.0079,0.0039,0.013,0.021,-2.50E-04
2.00E-04,-0.0048,-9.00E-04,0.014,0.025,-1.50E-04
-2.00E-04,0.0041,-0.0024,-0.003,0.016,1.00E-04
-2.00E-04,0.0017,0.0036,0.001,0.035,-1.00E-04
1.00E-04,-0.0036,0.0054,0.012,0.033,-2.50E-04
-3.00E-04,0.0063,-0.0018,0.01,-0.012,3.30E-04
2.00E-04,-0.0021,1.00E-04,0.008,-0.01,0
-2.00E-04,0.0042,0.0028,0.01,-0.007,1.40E-04
-2.00E-04,4.00E-04,-0.0011,0.013,0.009,-1.00E-05
2.00E-04,-0.0071,4.00E-04,0.004,-0.016,-7.00E-05
1.00E-04,-0.0055,0.0032,0.007,-0.032,1.20E-04
1.00E-04,0.006,0.0017,0.014,-0.032,2.20E-04
-3.00E-04,0.0105,-0.002,0.011,-0.016,2.00E-04
2.00E-04,-0.0057,0.0018,0.001,0.01,-3.00E-04
-1.00E-04,0.0047,-9.00E-04,0.004,-0.005,2.00E-05
-2.00E-04,2.00E-04,0.0021,0.01,0.01,-1.00E-04
4.00E-04,-0.0048,0.0011,0.011,0.006,-2.90E-04
2.00E-04,-0.0016,0.0012,0.014,-0.01,-1.00E-05
-4.00E-04,0.0053,-7.00E-04,0.011,-0.007,2.70E-04
1.00E-04,0.0039,0.001,0.012,0.012,-1.10E-04
2.00E-04,-0.0072,0.0027,0.007,0.005,-1.70E-04
-3.00E-04,0.0055,-0.0011,0.011,-0.03,2.40E-04
-1.00E-04,0.0012,0,0.008,0.011,-3.00E-05
1.00E-04,-0.004,3.00E-04,0.007,0.005,-1.00E-04
-3.00E-04,0.0046,-3.00E-04,0.006,-0.007,2.00E-04
-1.00E-04,0.003,2.00E-04,0.004,0.011,-9.00E-05
3.00E-04,-0.0048,0.0035,0.014,0.009,-2.00E-04
-2.00E-04,0.0056,0.0025,0.008,0.011,3.00E-05
1.00E-04,-0.0042,2.00E-04,0.01,0.016,-8.00E-05
2.00E-04,-0.003,0.0035,0.009,-0.01,-3.00E-05
-3.00E-04,0.0049,-1.00E-04,0.013,-0.007,1.10E-04
-2.00E-04,0.0026,0.002,0.006,-0.007,1.10E-04
1.00E-04,-0.0024,0.0022,0.005,-0.012,-1.00E-05
1.00E-04,-0.0036,0.0017,0.011,-0.032,1.10E-04
-1.00E-04,0.0078,-0.0015,0.009,-0.003,2.00E-05
-1.00E-04,0.0057,-0.0011,0.006,0.012,-1.20E-04
-1.00E-04,0.0047,9.00E-04,0.009,-0.023,2.00E-05
-1.00E-04,0.0032,0.0011,0.012,-0.007,-6.00E-05
2.00E-04,-0.0048,0.0015,0.018,-0.012,-1.00E-04
-1.00E-04,0.0064,0,0.015,-0.005,6.00E-05
-1.00E-04,0.0063,-0.002,0.01,0.016,-4.00E-05
1.00E-04,-0.007,-0.001,0.008,0.013,-8.00E-05
-1.00E-04,0.0035,0.001,0.006,-0.002,6.00E-05
-1.00E-04,0.0022,0.0012,0.01,0.011,-6.00E-05
2.00E-04,-0.004,-2.00E-04,0.014,0.005,-8.00E-05
-1.00E-04,0.0029,0.0018,0.007,-0.006,7.00E-05
1.00E-04,-0.0022,-6.00E-04,0.01,-0.013,2.00E-05
-2.00E-04,0.0045,4.00E-04,0.002,-0.005,6.00E-05
1.00E-04,-0.0021,4.00E-04,0.008,-0.01,4.00E-05
-1.00E-04,0.0033,0.0022,0.014,-0.006,7.00E-05
1.00E-04,-0.0041,-4.00E-04,0.012,-0.015,-1.00E-05
1.00E-04,-0.0029,-6.00E-04,0.01,-0.022,9.00E-05
-1.00E-04,0.0066,0.0011,0.002,-0.002,4.00E-05
2.00E-04,-0.007,2.00E-04,0.016,0.005,-7.00E-05
-1.00E-04,0.0069,8.00E-04,0.001,0,6.00E-05
-2.00E-04,0.0052,4.00E-04,0.002,0.019,-1.00E-04
1.00E-04,-0.0103,0.002,0.012,0.003,-1.90E-04
-1.00E-04,0.0076,2.00E-04,0.011,-0.036,1.80E-04
-1.00E-04,0.0088,4.00E-04,0.011,-0.02,1.00E-05
-2.00E-04,8.00E-04,-6.00E-04,0.01,0.01,0
-1.00E-04,0.0042,-9.00E-04,-0.002,0.01,5.00E-05
2.00E-04,-0.0069,0.0031,0.011,0.008,-1.90E-04
1.00E-04,-0.0053,5.00E-04,0.017,-0.028,1.20E-04
-1.00E-04,0.0067,-7.00E-04,0.01,-0.023,1.50E-04
1.00E-04,-0.003,-4.00E-04,0.006,-0.01,5.00E-05
-1.00E-04,0.0041,0.0014,0.01,-0.005,6.00E-05
-1.00E-04,0.0023,-1.00E-04,0.015,0.01,-8.00E-05
1.00E-04,-0.005,0.0029,0.02,0.011,-1.10E-04
1.00E-04,-0.0057,-0.0027,0.02,0.003,-2.00E-05
-1.00E-04,-1.00E-04,-0.0035,0.006,-0.01,1.80E-04
-1.00E-04,0.0058,4.00E-04,0.005,0.011,0
-2.00E-04,0.0012,6.00E-04,0.008,0.03,-1.10E-04
1.00E-04,-0.004,0.0011,0.01,0.028,-2.60E-04
1.00E-04,-0.0071,0.001,0.011,0.019,-1.60E-04
-1.00E-04,0.0026,6.00E-04,0.014,0.011,-5.00E-05
-1.00E-04,0.0039,0.0016,0.004,-0.007,1.30E-04
1.00E-04,-0.0035,-0.001,0.008,-0.015,-1.00E-05
1.00E-04,-0.0025,-0.0011,0.006,-0.02,8.00E-05
1.00E-04,0.0047,7.00E-04,0.008,-0.005,3.00E-05
-1.00E-04,0.0054,6.00E-04,0.009,0.005,2.00E-05
1.00E-04,0.005,7.00E-04,0.01,0.015,-4.00E-05
1.00E-04,-0.0052,-0.0011,0.005,0.003,-2.00E-05
-2.00E-04,0.0048,0.0014,0.003,-0.005,1.50E-04
-2.00E-04,0.0056,0.0014,0.002,0.014,-1.00E-05
1.00E-04,-0.0082,0.0012,0.011,0.002,-9.00E-05
1.00E-04,-0.008,3.00E-04,0.011,-0.011,4.00E-05
3.00E-04,-0.0043,0.0096,0.014,-0.01,3.40E-04
6.00E-04,-0.0041,0.0042,0.007,-0.01,-1.30E-04
-8.00E-04,0.0058,0.0064,0.021,-0.008,1.20E-04
0.001,-0.0076,-0.0019,0.031,-0.012,-1.50E-04
1.00E-04,0.0037,-0.001,0.018,-0.025,3.50E-04
-1.00E-04,0.0096,-8.00E-04,0.012,-0.013,2.80E-04
-9.00E-04,0.0122,0.0066,0.017,0.003,1.20E-04
-2.00E-04,0.0075,0.0042,0.023,0.025,-5.40E-04
0.0016,-0.0092,-0.0021,0.021,0.023,-8.30E-04
-6.00E-04,0.0067,0.0022,0.017,-0.023,3.40E-04
1.00E-04,7.00E-04,0.0017,0.02,0.009,-2.20E-04
-4.00E-04,0.0039,0.002,0.018,0.008,1.40E-04
